314	P	1000.000000	1024.000000	1027.420044	0	12
205	T	80.000000	90.000000	90.709999	2	1
301	P	28.000000	32.000000	33.480000	3	21
104	N	15.000000	15.150000	14.950000	3	48
609	T	321.000000	385.000000	387.119995	5	47
613	T	477.000000	572.000000	572.159973	6	43
611	P	44.000000	51.000000	43.889999	7	14
111	T	29.000000	35.000000	35.480000	9	33
402	N	4.000000	4.040000	3.980000	9	59
205	T	80.000000	90.000000	79.449997	11	38
403	P	33.000000	38.000000	31.940001	14	27
608	N	3.000000	3.030000	3.040000	14	48
301	P	28.000000	32.000000	27.770000	17	58
610	N	4.000000	4.040000	3.970000	18	25
501	T	-17.000000	-12.000000	-17.200001	18	33
